"","species","life_form"
"695","Triticum_soveticum","no_life_form_on_database"
"696","Triticum_turanicum","no_life_form_on_database"
"697","Triticum_polonicum","no_life_form_on_database"
"698","Agropyron_fragile","perennial"
"699","Elymus_thoroldianus","no_life_form_on_database"
"700","Elymus_retusus","no_life_form_on_database"
"701","Elymus_virginicus_var._virginicus","no_life_form_on_database"
"702","Elymus_kokonoricus","no_life_form_on_database"
"703","Elymus_laxiflorus","no_life_form_on_database"
"704","Elymus_grandiglumis","no_life_form_on_database"
"705","Elymus_kengii","no_life_form_on_database"
"706","Helictochloa_adsurgens","no_life_form_on_database"
"707","Elymus_stenachyrus","no_life_form_on_database"
"708","Elymus_geminatus","no_life_form_on_database"
"709","Triticum_×dimococcum","no_life_form_on_database"
"710","Leymus_tianschanicus","perennial"
"711","Elymus_gmelinii","perennial"
"712","Elymus_pendulinus","perennial"
"713","Elymus_ciliaris","perennial"
"714","Elymus_himalayanus","perennial"
"715","Elymus_glaucissimus","perennial"
"716","Elymus_czimganicus","perennial"
"717","Triticum_×fungicidum","no_life_form_on_database"
"718","Triticum_macha","no_life_form_on_database"
"719","Elymus_repens","perennial"
"720","Elymus_caucasicus","perennial"
"721","Elymus_grandis","perennial"
"722","Elymus_panormitanus","perennial"
"723","Elymus_dahuricus","perennial"
"724","Elymus_barbicallus","perennial"
"725","Elymus_tangutorum","no_life_form_on_database"
"726","Elymus_melantherus","no_life_form_on_database"
"727","Leymus_ajanensis","perennial"
"728","Leymus_alaicus","perennial"
"729","Elymus_confusus","perennial"
"730","Elymus_aristiglumis","perennial"
"731","Elymus_macrourus","perennial"
"732","Elymus_sibiricus","perennial"
"733","Elymus_alaskanus","perennial"
"734","Elymus_festucoides","perennial"
"735","Elymus_burchan-buddae","perennial"
"736","Elymus_rigidulus","no_life_form_on_database"
"737","Elymus_glaucus","perennial"
"738","Elymus_wiegandii","no_life_form_on_database"
"739","Elymus_lanceolatus","perennial"
"740","Elymus_smithii","perennial"
"741","Elymus_trachycaulus","no_life_form_on_database"
"742","Elymus_caninus","perennial"
"743","Elymus_hispidus","no_life_form_on_database"
"744","Elymus_clivorum","perennial"
"745","Hystrix_patula","no_life_form_on_database"
"746","Elymus_rectisetus","no_life_form_on_database"
"747","Elymus_schrenkianus","perennial"
"748","Elymus_canadensis","perennial"
"749","Elymus_durus","perennial"
"750","Elymus_multiflorus","no_life_form_on_database"
"751","Elymus_scaber","no_life_form_on_database"
"752","Elymus_cognatus","no_life_form_on_database"
"753","Elymus_spicatus","no_life_form_on_database"
"754","Elymus_dentatus","perennial"
"755","Elymus_sosnowskyi","no_life_form_on_database"
"756","Thinopyrum_caespitosum","no_life_form_on_database"
"757","Elymus_patagonicus","perennial"
"758","Elymus_tibeticus","perennial"
"759","Elymus_nakaii","perennial"
"760","Elymus_breviaristatus_f.","no_life_form_on_database"
"761","Elymus_antiquus","perennial"
"762","Elymus_macrochaetus","perennial"
"763","Elymus_anthosachnoides","perennial"
"764","Elymus_brevipes","perennial"
"765","Elymus_dolichatherus","perennial"
"766","Thinopyrum_intermedium_subsp._intermedium","perennial"
"767","Elymus_praeruptus","perennial"
"768","Elymus_strictus","perennial"
"769","Elymus_semicostatus","perennial"
"770","Elymus_reflexiaristatus","no_life_form_on_database"
"771","Bromus_lanatipes","perennial"
"772","Bromus_pellitus","perennial"
"773","Bromus_texensis","annual"
"774","Bromus_ciliatus","perennial"
"775","Bromus_dolichocarpus","perennial"
"776","Bromus_frondosus","perennial"
"777","Bromus_kalmii","perennial"
"778","Bromus_pumpellianus","perennial"
"779","Bromus_segetum","perennial"
"780","Bromus_richardsonii","perennial"
"781","Bromus_lanatus","perennial"
"782","Bromus_erectus","perennial"
"783","Bromus_riparius","perennial"
"784","Bromus_latiglumis","perennial"
"785","Bromus_exaltatus","perennial"
"786","Bromus_grandis","perennial"
"787","Bromus_pubescens","perennial"
"788","Bromus_densus","perennial"
"789","Bromus_porteri","perennial"
"790","Bromus_attenuatus","perennial"
"791","Bromus_korotkiji","no_life_form_on_database"
"792","Bromus_mucroglumis","no_life_form_on_database"
"793","Bromus_laevipes","perennial"
"794","Bromus_pseudolaevipes","perennial"
"795","Bromus_orcuttianus","perennial"
"796","Bromus_briziformis","annual"
"797","Melica_mutica","perennial"
"798","Bromus_pseudodanthoniae","no_life_form_on_database"
"799","Bromus_danthoniae","annual"
"800","Bromus_japonicus","annual"
"801","Bromus_squarrosus","annual"
"802","Bromus_commutatus","annual"
"803","Bromus_alopecuros","annual"
"804","Bromus_scoparius","annual"
"805","Bromus_hordeaceus","annual"
"806","Bromus_interruptus","annual"
"807","Bromus_secalinus","annual"
"808","Bromus_arenarius","annual"
"809","Bromus_anomalus","perennial"
"810","Bromus_sterilis","annual"
"811","Bromus_tectorum","annual"
"812","Bromus_diandrus","annual"
"813","Bromus_rigidus","annual"
"814","Bromus_pectinatus","annual"
"815","Bromus_fasciculatus","annual"
"816","Bromus_rubens","annual"
"817","Bromus_madritensis","annual"
"818","Bromus_berteroanus","annual"
"819","Bromus_ramosus","perennial"
"820","Bromus_suksdorfii","perennial"
"821","Bromus_inermis","perennial"
"822","Bromus_cebadilla","perennial"
"823","Bromus_marginatus","perennial"
"824","Bromus_gunckelii","annual"
"825","Bromus_brachyantherus","perennial"
"826","Bromus_remotiflorus","perennial"
"827","Bromus_ayacuchensis","perennial"
"828","Bromus_catharticus","annual"
"829","Boissiera_squarrosa","no_life_form_on_database"
"830","Bromus_coloratus","perennial"
"831","Bromus_striatus","annual"
"832","Bromus_carinatus","annual"
"833","Elymus_bakeri","perennial"
"834","Elymus_angulatus","perennial"
"835","Hystrix_laevis","no_life_form_on_database"
"836","Elymus_mutabilis","perennial"
"837","Elymus_fibrosus","perennial"
"838","Elymus_nutans","perennial"
"839","Elymus_bungeanus","no_life_form_on_database"
"840","Elymus_falcis","no_life_form_on_database"
"841","Elymus_solandri","no_life_form_on_database"
"842","Elymus_sacandros","no_life_form_on_database"
"843","Elymus_apricus","no_life_form_on_database"
"844","Elymus_tenuis","perennial"
"845","Elymus_magnicaespes","perennial"
"846","Elymus_abolinii","perennial"
"847","Elymus_stipifolius","no_life_form_on_database"
"848","Elymus_glaberrimus","perennial"
"849","Elymus_fedtschenkoi","perennial"
"850","Elymus_kosaninii","no_life_form_on_database"
"851","Dasypyrum_villosum","annual"
"852","Elymus_elymoides","perennial"
"853","Elymus_tsukushiensis","perennial"
"854","Elymus_nodosus","perennial"
"855","Elymus_tauri","no_life_form_on_database"
"856","Elymus_libanoticus","no_life_form_on_database"
"857","Elymus_elongatus","no_life_form_on_database"
"858","Elymus_magellanicus","perennial"
"859","Elymus_serpentinus","perennial"
"860","Leymus_condensatus","perennial"
"861","Aegilops_uniaristata","annual"
"862","Aegilops_comosa","annual"
"863","Aegilops_triuncialis","annual"
"864","Aegilops_columnaris","annual"
"865","Aegilops_geniculata","annual"
"866","Aegilops_umbellulata","annual"
"867","Aegilops_kotschyi","annual"
"868","Aegilops_peregrina","annual"
"869","Aegilops_biuncialis","annual"
"870","Aegilops_longissima","annual"
"871","Aegilops_sharonensis","annual"
"872","Aegilops_bicornis","annual"
"873","Aegilops_searsii","annual"
"874","Aegilops_caudata","annual"
"875","Aegilops_cylindrica","annual"
"876","Aegilops_juvenalis","annual"
"877","Aegilops_crassa","annual"
"878","Aegilops_vavilovii","annual"
"879","Crithopsis_delileana","annual"
"880","Triticum_flaksbergeri","no_life_form_on_database"
"881","Triticum_timopheevii","annual"
"882","Triticum_×timococcum","no_life_form_on_database"
"883","Triticum_×kiharae","no_life_form_on_database"
"884","Aegilops_speltoides","annual"
"885","Aegilops_ventricosa","annual"
"886","Triticum_spelta","no_life_form_on_database"
"887","Triticum_dicoccum","no_life_form_on_database"
"888","Triticum_turgidum","annual"
"889","Triticum_durum","no_life_form_on_database"
"890","Triticum_aestivum","annual"
"891","Taeniatherum_caput-medusae","annual"
"892","Triticum_dicoccoides","no_life_form_on_database"
"893","Triticum_urartu","annual"
"894","Triticum_monococcum","annual"
"895","Aegilops_tauschii","annual"
"896","Elymus_farctus","no_life_form_on_database"
"897","Henrardia_persica","annual"
"898","Heteranthelium_piliferum","annual"
"899","Elymus_transhyrcanus","perennial"
"900","Elymus_lazicus","perennial"
"901","Secale_anatolicum","perennial"
"902","Secale_vavilovii","annual"
"903","Secale_montanum","no_life_form_on_database"
"904","Secale_cereale","annual"
"905","Secale_segetale","annual"
"906","Secale_strictum_subsp._strictum","no_life_form_on_database"
"907","Secale_africanum","perennial"
"908","Secale_sylvestre","annual"
"909","Eremopyrum_bonaepartis","annual"
"910","Eremopyrum_distans","annual"
"911","Eremopyrum_triticeum","annual"
"912","Eremopyrum_orientale","annual"
"913","Elymus_pycnanthus","no_life_form_on_database"
"914","Agropyron_mongolicum","perennial"
"915","Agropyron_cristatum","perennial"
"916","Agropyron_desertorum","perennial"
"917","Agropyron_retrofractum","no_life_form_on_database"
"918","Agropyron_brownei","no_life_form_on_database"
"919","Agropyron_velutinum","no_life_form_on_database"
"920","Australopyrum_calcis","perennial"
"921","Elymus_shandongensis","perennial"
"922","Elymus_submuticus_f.","no_life_form_on_database"
"923","Elymus_longearistatus","perennial"
"924","Leymus_cappadocicus","perennial"
"925","Hordeum_erectifolium","perennial"
"926","Hordeum_stenostachys","perennial"
"927","Hordeum_pusillum","annual"
"928","Hordeum_euclaston","annual"
"929","Hordeum_intercedens","no_life_form_on_database"
"930","Hordeum_parodii","perennial"
"931","Hordeum_flexuosum","perennial"
"932","Hordeum_chilense","perennial"
"933","Hordeum_comosum","perennial"
"934","Hordeum_patagonicum","perennial"
"935","Hordeum_pubiflorum","perennial"
"936","Hordeum_cordobense","perennial"
"937","Hordeum_muticum","perennial"
"938","Hordeum_depressum","annual"
"939","Hordeum_californicum","perennial"
"940","Elymus_enysii","no_life_form_on_database"
"941","Hordeum_capense","perennial"
"942","Hordeum_secalinum","perennial"
"943","Elymus_multisetus","perennial"
"944","Elymus_scabriglumis","perennial"
"945","Hordeum_fuegianum","perennial"
"946","Hordeum_jubatum","annual"
"947","Hordeum_bogdanii","perennial"
"948","Hordeum_roshevitzii","perennial"
"949","Hordeum_arizonicum","annual"
"950","Hordeum_procerum","perennial"
"951","Hordeum_brachyantherum","perennial"
"952","Hordeum_guatemalense","perennial"
"953","Hordeum_lechleri","perennial"
"954","Hordeum_tetraploidum","perennial"
"955","Hordeum_brevisubulatum","perennial"
"956","Hordeum_marinum","annual"
"957","Hordeum_bulbosum","perennial"
"958","Hordeum_vulgare","annual"
"959","Hystrix_gracilis","no_life_form_on_database"
"960","Hordeum_murinum_subsp._glaucum","annual"
"961","Leymus_erianthus","perennial"
"962","Hystrix_coreana","no_life_form_on_database"
"963","Leymus_innovatus","perennial"
"964","Leymus_cinereus","perennial"
"965","Leymus_flavescens","perennial"
"966","Leymus_triticoides","perennial"
"967","Leymus_salina","perennial"
"968","Leymus_ambiguus","perennial"
"969","Bromus_arvensis","annual"
"970","Leymus_mollis","perennial"
"971","Leymus_secalinus","perennial"
"972","Leymus_paboanus","perennial"
"973","Leymus_angustus","perennial"
"974","Leymus_chinensis","perennial"
"975","Leymus_pseudoracemosus","perennial"
"976","Hystrix_duthiei","no_life_form_on_database"
"977","Hystrix_komarovii","no_life_form_on_database"
"978","Hystrix_californica","no_life_form_on_database"
"979","Leymus_akmolinensis","perennial"
"980","Leymus_karelinii","perennial"
"981","Psathyrostachys_stoloniformis","perennial"
"982","Psathyrostachys_lanuginosa","perennial"
"983","Leymus_multicaulis","perennial"
"984","Psathyrostachys_juncea","perennial"
"985","Psathyrostachys_caduca","perennial"
"986","Psathyrostachys_huashanica","perennial"
"987","Leymus_arenarius","perennial"
"988","Psathyrostachys_fragilis","perennial"
"989","Leymus_racemosus","perennial"
"990","Leymus_ramosus","perennial"
"991","Hordelymus_europaeus","no_life_form_on_database"
"992","Psathyrostachys_daghestanica","no_life_form_on_database"
"993","Psathyrostachys_rupestris_subsp._rupestris","no_life_form_on_database"
"994","Littledalea_alaica","perennial"
"995","Littledalea_tibetica","perennial"
"996","Brachypodium_sylvaticum","perennial"
"997","Brachypodium_phoenicoides","perennial"
"998","Brachypodium_pinnatum","perennial"
"999","Brachypodium_arbuscula","perennial"
"1000","Brachypodium_retusum","perennial"
"1001","Brachypodium_mexicanum","perennial"
"1002","Brachypodium_distachyon","annual"
"1003","Diarrhena_mandshurica","perennial"
"1004","Diarrhena_japonica","perennial"
"1005","Diarrhena_fauriei","perennial"
"1006","Diarrhena_americana","perennial"
"1007","Diarrhena_obovata","perennial"
"1008","Glyceria_arkansana","perennial"
"1009","Glyceria_septentrionalis","perennial"
"1010","Glyceria_borealis","perennial"
"1011","Glyceria_acutiflora","perennial"
"1012","Glyceria_australis","perennial"
"1013","Glyceria_declinata","perennial"
"1014","Glyceria_fluitans","perennial"
"1015","Glyceria_leptostachya","perennial"
"1016","Glyceria_occidentalis","perennial"
"1017","Glyceria_nemoralis","perennial"
"1018","Glyceria_notata","perennial"
"1019","Pleuropogon_refractus","perennial"
"1020","Melica_sabinei","no_life_form_on_database"
"1021","Glyceria_melicaria","perennial"
"1022","Glyceria_lithuanica","perennial"
"1023","Glyceria_elata","perennial"
"1024","Glyceria_alnasteretum","perennial"
"1025","Glyceria_canadensis","perennial"
"1026","Glyceria_striata","perennial"
"1027","Glyceria_spiculosa","perennial"
"1028","Glyceria_grandis","perennial"
"1029","Glyceria_maxima","perennial"
"1030","Melica_imperfecta","perennial"
"1031","Melica_scabrosa","perennial"
"1032","Melica_californica","perennial"
"1033","Melica_onoei","perennial"
"1034","Melica_ciliata","perennial"
"1035","Melica_cupani","perennial"
"1036","Melica_transsilvanica","perennial"
"1037","Melica_nutans","perennial"
"1038","Melica_picta","perennial"
"1039","Melica_altissima","perennial"
"1040","Melica_uniflora","perennial"
"1041","Melica_bulbosa","perennial"
"1042","Lycochloa_avenacea","perennial"
"1043","Schizachne_purpurascens","perennial"
"1044","Streblochaete_longiarista","no_life_form_on_database"
"1045","Brylkinia_caudata","perennial"
"1046","Stipa_leucotricha","no_life_form_on_database"
"1047","Stipa_argentinensis","no_life_form_on_database"
"1048","Stipa_pampeana","no_life_form_on_database"
"1049","Stipa_rosengurttii","no_life_form_on_database"
"1050","Stipa_sellowiana","no_life_form_on_database"
"1051","Stipa_arcaensis","no_life_form_on_database"
"1052","Nassella_meyeri","perennial"
"1053","Stipa_clarazii","no_life_form_on_database"
"1054","Stipa_pulchra","no_life_form_on_database"
"1055","Stipa_pfisteri","no_life_form_on_database"
"1056","Stipa_melanosperma","no_life_form_on_database"
"1057","Stipa_brachychaeta","no_life_form_on_database"
"1058","Stipa_clandestina","no_life_form_on_database"
"1059","Stipa_caudata","no_life_form_on_database"
"1060","Stipa_viridula","no_life_form_on_database"
"1061","Stipa_cordobensis","no_life_form_on_database"
"1062","Stipa_papposa","no_life_form_on_database"
"1063","Nassella_pampagrandensis","perennial"
"1064","Nassella_nidulans","perennial"
"1065","Stipa_tenuissima","no_life_form_on_database"
"1066","Stipa_sanluisensis","no_life_form_on_database"
"1067","Stipa_curamalalensis","no_life_form_on_database"
"1068","Nassella_trichotoma","perennial"
"1069","Stipa_filiculmis","no_life_form_on_database"
"1070","Stipa_megapotamia","no_life_form_on_database"
"1071","Stipa_tucumana","no_life_form_on_database"
"1072","Stipa_hyalina","no_life_form_on_database"
"1073","Stipa_neesiana","no_life_form_on_database"
"1074","Stipa_manicata","no_life_form_on_database"
"1075","Stipa_charruana","no_life_form_on_database"
"1076","Stipa_caespitosa","no_life_form_on_database"
"1077","Nassella_punensis","perennial"
"1078","Nassella_pubiflora","perennial"
"1079","Stipa_brachyphylla","no_life_form_on_database"
"1080","Stipa_rupestris","no_life_form_on_database"
"1081","Stipa_ambigua","no_life_form_on_database"
"1082","Stipa_brachychaetoides","no_life_form_on_database"
"1083","Nassella_meyeniana","perennial"
"1084","Stipa_inconspicua","no_life_form_on_database"
"1085","Stipa_nardoides","no_life_form_on_database"
"1086","Nassella_cabrerae","perennial"
"1087","Stipa_depauperata","no_life_form_on_database"
"1088","Nassella_chilensis","perennial"
"1089","Stipa_diegoensis","no_life_form_on_database"
"1090","Stipa_tenuis","no_life_form_on_database"
"1091","Nassella_novari","perennial"
"1092","Stipa_arcuata","no_life_form_on_database"
"1093","Stipa_acuta","no_life_form_on_database"
"1094","Stipa_eminens","no_life_form_on_database"
"1095","Stipa_juncoides","perennial"
"1096","Stipa_multinodis","no_life_form_on_database"
"1097","Stipa_constricta","no_life_form_on_database"
"1098","Stipa_editorum","no_life_form_on_database"
"1099","Stipa_polyclada","perennial"
"1100","Stipa_media","perennial"
"1101","Stipa_plumosa","perennial"
"1102","Stipa_leptostachya","no_life_form_on_database"
"1103","Stipa_castellanosii","no_life_form_on_database"
"1104","Stipa_hystricina","no_life_form_on_database"
"1105","Stipa_pseudoichu","no_life_form_on_database"
"1106","Stipa_scabrifolia","no_life_form_on_database"
"1107","Stipa_ichu","no_life_form_on_database"
"1108","Stipa_parishii","no_life_form_on_database"
"1109","Stipa_robusta","no_life_form_on_database"
"1110","Stipa_lobata","no_life_form_on_database"
"1111","Stipa_curvifolia","no_life_form_on_database"
"1112","Stipa_lemmonii","no_life_form_on_database"
"1113","Stipa_nelsonii","no_life_form_on_database"
"1114","Stipa_occidentalis","no_life_form_on_database"
"1115","Stipa_arida","no_life_form_on_database"
"1116","Stipa_richardsonii","no_life_form_on_database"
"1117","Stipa_alta","no_life_form_on_database"
"1118","Oryzopsis_hymenoides","no_life_form_on_database"
"1119","×Stiporyzopsis_bloomeri","no_life_form_on_database"
"1120","Oryzopsis_contracta","no_life_form_on_database"
"1121","Oryzopsis_swallenii","no_life_form_on_database"
"1122","Stipa_nevadensis","no_life_form_on_database"
"1123","Stipa_perplexa","no_life_form_on_database"
"1124","Stipa_scribneri","no_life_form_on_database"
"1125","Oryzopsis_webberi","no_life_form_on_database"
"1126","Stipa_pinetorum","no_life_form_on_database"
"1127","Stipa_lettermanii","no_life_form_on_database"
"1128","Stipa_latiglumis","no_life_form_on_database"
"1129","Oryzopsis_hendersonii","no_life_form_on_database"
"1130","Achnatherum_wallowaense","no_life_form_on_database"
"1131","Stipa_annua","perennial"
"1132","Stipa_saposhnikowii","no_life_form_on_database"
"1133","Stipa_pelliotii","no_life_form_on_database"
"1134","Oryzopsis_chinensis","perennial"
"1135","Stipa_caragana","no_life_form_on_database"
"1136","Stipa_aristiglumis","no_life_form_on_database"
"1137","Stipa_oligostachya","no_life_form_on_database"
"1138","Stipa_gibbosa","no_life_form_on_database"
"1139","Stipa_hemipogon","no_life_form_on_database"
"1140","Stipa_nivicola","no_life_form_on_database"
"1141","Stipa_mollis","no_life_form_on_database"
"1142","Stipa_bigeniculata","no_life_form_on_database"
"1143","Stipa_semibarbata","no_life_form_on_database"
"1144","Stipa_exilis","no_life_form_on_database"
"1145","Stipa_flavescens","no_life_form_on_database"
"1146","Stipa_juncifolia","no_life_form_on_database"
"1147","Stipa_acrociliata","no_life_form_on_database"
"1148","Stipa_platychaeta","no_life_form_on_database"
"1149","Stipa_breviglumis","no_life_form_on_database"
"1150","Stipa_campylachne","no_life_form_on_database"
"1151","Stipa_mundula","no_life_form_on_database"
"1152","Stipa_trichophylla","no_life_form_on_database"
"1153","Stipa_elegantissima","no_life_form_on_database"
"1154","Stipa_eremophila","no_life_form_on_database"
"1155","Stipa_crinita","no_life_form_on_database"
"1156","Stipa_ramosissima","no_life_form_on_database"
"1157","Stipa_centralis","no_life_form_on_database"
"1158","Stipa_curticoma","no_life_form_on_database"
"1159","Stipa_dongicola","no_life_form_on_database"
"1160","Stipa_aquarii","no_life_form_on_database"
"1161","Stipa_nullanulla","no_life_form_on_database"
"1162","Stipa_nitida","no_life_form_on_database"
"1163","Stipa_blackii","no_life_form_on_database"
"1164","Stipa_scabra","no_life_form_on_database"
"1165","Stipa_puberula","no_life_form_on_database"
"1166","Stipa_tenuifolia","no_life_form_on_database"
"1167","Stipa_pycnostachya","no_life_form_on_database"
"1168","Stipa_muelleri","no_life_form_on_database"
"1169","Stipa_nodosa","no_life_form_on_database"
"1170","Stipa_macalpinei","no_life_form_on_database"
"1171","Stipa_compressa","no_life_form_on_database"
"1172","Stipa_lessingiana","perennial"
"1173","Stipa_aphylla","no_life_form_on_database"
"1174","Stipa_gigantea","no_life_form_on_database"
"1175","Stipa_capensis","no_life_form_on_database"
"1176","Stipa_sibirica","no_life_form_on_database"
"1177","Stipa_pubicalyx","no_life_form_on_database"
"1178","Stipa_bromoides","no_life_form_on_database"
"1179","Stipa_keniensis","perennial"
"1180","Stipa_confusa","no_life_form_on_database"
"1181","Stipa_pekinensis","no_life_form_on_database"
"1182","Stipa_brandisii","no_life_form_on_database"
"1183","Stipa_inebrians","no_life_form_on_database"
"1184","Oryzopsis_paradoxa","no_life_form_on_database"
"1185","Oryzopsis_virescens","no_life_form_on_database"
"1186","Stipa_feresetacea","no_life_form_on_database"
"1187","Stipa_calamagrostis","no_life_form_on_database"
"1188","Stipa_drummondii","no_life_form_on_database"
"1189","Stipa_parviflora","no_life_form_on_database"
"1190","Stipa_jacquemontii","no_life_form_on_database"
"1191","Oryzopsis_miliacea","no_life_form_on_database"
"1192","Pappostipa_chrysophylla","perennial"
"1193","Stipa_ibarii","no_life_form_on_database"
"1194","Stipa_neaei","perennial"
"1195","Stipa_humilis","no_life_form_on_database"
"1196","Stipa_barrancaensis","perennial"
"1197","Stipa_speciosa","no_life_form_on_database"
"1198","Stipa_brevipes","no_life_form_on_database"
"1199","Stipa_sorianoi","no_life_form_on_database"
"1200","Stipa_atacamensis","no_life_form_on_database"
"1201","Stipa_frigida","no_life_form_on_database"
"1202","Stipa_chubutensis","no_life_form_on_database"
"1203","Pappostipa_vaginata","perennial"
"1204","Stipa_nicorae","no_life_form_on_database"
"1205","Stipa_hieronymusii","no_life_form_on_database"
"1206","Stipa_patagonica","no_life_form_on_database"
"1207","Piptochaetium_setosum","no_life_form_on_database"
"1208","Piptochaetium_panicoides","perennial"
"1209","Piptochaetium_montevidense","perennial"
"1210","Piptochaetium_napostaense","perennial"
"1211","Piptochaetium_ruprechtianum","perennial"
"1212","Piptochaetium_sagasteguii","perennial"
"1213","Piptochaetium_stipoides","perennial"
"1214","Piptochaetium_leiopodum","perennial"
"1215","Piptochaetium_indutum","perennial"
"1216","Piptochaetium_uruguense","perennial"
"1217","Piptochaetium_hackelii","perennial"
"1218","Piptochaetium_brachyspermum","perennial"
"1219","Piptochaetium_tovarii","perennial"
"1220","Piptochaetium_bicolor","perennial"
"1221","Piptochaetium_medium","perennial"
"1222","Piptochaetium_calvescens","perennial"
"1223","Piptochaetium_lasianthum","perennial"
"1224","Piptochaetium_featherstonei","perennial"
"1225","Piptochaetium_virescens","perennial"
"1226","Piptochaetium_fimbriatum","perennial"
"1227","Piptochaetium_avenaceum","perennial"
"1228","Piptochaetium_avenacioides","perennial"
"1229","Piptochaetium_seleri","perennial"
"1230","Stipa_obtusa","perennial"
"1231","Ortachne_erectifolia","no_life_form_on_database"
"1232","Stipa_rigidiseta","perennial"
"1233","Stipa_mucronata","no_life_form_on_database"
"1234","Stipa_bomanii","perennial"
"1235","Stipa_venusta","perennial"
"1236","Aciachne_flagellifera","perennial"
"1237","Aciachne_acicularis","perennial"
"1238","Stipa_rosea","perennial"
"1239","Aciachne_pulvinata","perennial"
"1240","Stipa_hans-meyeri","perennial"
"1241","Stipa_spartea","no_life_form_on_database"
"1242","Stipa_comata","no_life_form_on_database"
"1243","Stipa_curtiseta","no_life_form_on_database"
"1244","Stipa_neomexicana","no_life_form_on_database"
"1245","Oryzopsis_canadensis","no_life_form_on_database"
"1246","Oryzopsis_pungens","no_life_form_on_database"
"1247","Oryzopsis_micrantha","no_life_form_on_database"
"1248","Oryzopsis_exigua","no_life_form_on_database"
"1249","Stipa_shoshoneana","no_life_form_on_database"
"1250","Stipa_kingii","no_life_form_on_database"
"1251","Ortachne_breviseta","perennial"
"1252","Ortachne_rariflora","perennial"
"1253","Stipa_mongholica","no_life_form_on_database"
"1254","Stipa_roylei","no_life_form_on_database"
"1255","Stipa_porteri","no_life_form_on_database"
"1256","Stipa_caucasica","perennial"
"1257","Stipa_turkestanica","perennial"
"1258","Stipa_barbata","perennial"
"1259","Stipa_iberica","perennial"
"1260","Stipa_juncea","perennial"
"1261","Stipa_lagascae","perennial"
"1262","Stipa_pennata","perennial"
"1263","Stipa_capillata","perennial"
"1264","Stipa_stipoides","no_life_form_on_database"
"1265","Stipa_breviflora","perennial"
"1266","Stipa_bungeana","perennial"
"1267","Stipa_capillacea","perennial"
"1268","Stipa_regeliana","perennial"
"1269","Stipa_purpurea","perennial"
"1270","Stipa_subsessiliflora","perennial"
"1271","Trikeraia_hookeri","perennial"
"1272","Trikeraia_pappiformis","perennial"
"1273","Oryzopsis_asperifolia","perennial"
"1274","Stipa_splendens","no_life_form_on_database"
"1275","Psammochloa_villosa","perennial"
"1276","Stipa_chingii","perennial"
"1277","Ampelodesmos_mauritanicus","perennial"
"1278","Oryzopsis_hilariae","no_life_form_on_database"
"1279","Oryzopsis_lateralis","no_life_form_on_database"
"1280","Oryzopsis_vicaria","no_life_form_on_database"
"1281","Oryzopsis_angustifolia","no_life_form_on_database"
"1282","Oryzopsis_sphacelata","no_life_form_on_database"
"1283","Oryzopsis_sogdiana","no_life_form_on_database"
"1284","Oryzopsis_molinioides","no_life_form_on_database"
"1285","Oryzopsis_gracilis","no_life_form_on_database"
"1286","Oryzopsis_songarica","no_life_form_on_database"
"1287","Oryzopsis_ferganensis","no_life_form_on_database"
"1288","Oryzopsis_munroi","no_life_form_on_database"
"1289","Oryzopsis_alpestris","no_life_form_on_database"
"1290","Oryzopsis_latifolia","no_life_form_on_database"
"1291","Oryzopsis_aequiglumis","no_life_form_on_database"
"1292","Oryzopsis_holciformis","no_life_form_on_database"
"1293","Oryzopsis_coerulescens","no_life_form_on_database"
"1294","Stipa_stillmanii","no_life_form_on_database"
"1295","Oryzopsis_obtusa","no_life_form_on_database"
"1296","Stipa_coreana","no_life_form_on_database"
"1297","Oryzopsis_racemosa","no_life_form_on_database"
"1298","Stipa_tenacissima","no_life_form_on_database"
"1299","Stephanachne_monandra","no_life_form_on_database"
"1300","Sinochasea_trigyna","perennial"
"1301","Stephanachne_nigrescens","perennial"
"1302","Stephanachne_pappophorea","no_life_form_on_database"
"1303","Phaenosperma_globosum","perennial"
"1304","Anisopogon_avenaceus","perennial"
"1305","Duthiea_brachypodium_f._f.","perennial"
"1306","Metcalfia_mexicana","perennial"
"1307","Metcalfia_compacta","no_life_form_on_database"
"1308","Lygeum_spartum","perennial"
"1309","Nardus_stricta","perennial"
"1310","Pseudodanthonia_himalaica","perennial"
"1311","Brachyelytrum_aristosum","perennial"
"1312","Brachyelytrum_erectum","perennial"
