"species","life_form","n_bio_ai","mean_bio_ai","sd_bio_ai","se_bio_ai","within_sp_var_bio_ai"
"Nicotiana nesophila","no_life_form_on_database",2,7.391811,0.103622,0.073272,0.152071
"Nicotiana noctiflora","annual",30,7.328772,0.718332,0.131149,0.010138
"Nicotiana nudicaulis","no_life_form_on_database",8,7.693045,0.216802,0.076651,0.038018
"Nicotiana obtusifolia","annual",140,7.163648,0.667554,0.056419,0.002172
"Nicotiana occidentalis","annual",42,6.81961,0.254567,0.039281,0.007241
"Nicotiana otophora","perennial",19,8.381115,0.492146,0.112906,0.016007
"Nicotiana palmeri","no_life_form_on_database",5,6.95592,0.819327,0.366414,0.060828
"Nicotiana paniculata","annual",16,6.203791,1.48151,0.370378,0.019009
"Nicotiana pauciflora","annual",NA,NA,NA,NA,NA
"Nicotiana petunioides","annual",NA,NA,NA,NA,NA
"Nicotiana plumbaginifolia","annual",43,8.5523,0.568933,0.086761,0.007073
"Nicotiana pusilla","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana quadrivalvis","annual",34,7.928757,0.628247,0.107743,0.008945
"Nicotiana raimondii","no_life_form_on_database",NA,NA,NA,NA,NA
"Nicotiana repanda","annual",34,7.984395,0.429438,0.073648,0.008945
"Nicotiana rosulata","annual",37,6.869584,0.251442,0.041337,0.00822
"Nicotiana rotundifolia","annual",44,7.294332,0.370509,0.055856,0.006912
"Nicotiana rustica","annual",NA,NA,NA,NA,NA
"Nicotiana simulans","annual",132,6.891041,0.470672,0.040967,0.002304
"Nicotiana solanifolia","perennial",5,5.83904,1.816422,0.812329,0.060828
"Nicotiana spegazzinii","annual",14,7.542508,0.505528,0.135108,0.021724
"Nicotiana stocktonii","annual",1,7.339538,NA,NA,0.304142
"Nicotiana suaveolens","annual",55,8.151078,0.624304,0.084181,0.00553
"Nicotiana sylvestris","annual",10,7.885004,0.723022,0.22864,0.030414
"Nicotiana tabacum","annual",12,8.938887,0.368058,0.106249,0.025345
"Nicotiana thyrsiflora","perennial",NA,NA,NA,NA,NA
"Nicotiana tomentosa","perennial",22,9.004669,0.469554,0.100109,0.013825
"Nicotiana tomentosiformis","perennial",9,9.099415,0.322085,0.107362,0.033794
"Nicotiana trigonophylla","no_life_form_on_database",162,7.269947,0.642236,0.050459,0.001877
"Nicotiana umbratica","annual",4,6.920574,0.047014,0.023507,0.076035
"Nicotiana undulata","annual",26,7.753947,1.109864,0.217662,0.011698
"Nicotiana velutina","annual",181,6.949378,0.568213,0.042235,0.00168
"Nicotiana wigandioides","perennial",6,8.813021,0.606789,0.247721,0.05069
"Nierembergia andina","no_life_form_on_database",NA,NA,NA,NA,NA
"Nierembergia angustifolia","no_life_form_on_database",15,7.988891,0.356848,0.092138,0.020276
"Nierembergia aristata","perennial",37,8.551458,0.38101,0.062638,0.00822
"Nierembergia boliviana","no_life_form_on_database",NA,NA,NA,NA,NA
"Nierembergia browallioides","perennial",15,7.812222,0.602425,0.155545,0.020276
"Nierembergia calycina","perennial",7,8.82289,0.078286,0.029589,0.043449
"Nierembergia ericoides","perennial",4,8.701212,0.169514,0.084757,0.076035
"Nierembergia graveolens","perennial",NA,NA,NA,NA,NA
"Nierembergia hatschbachii","perennial",1,9.510519,NA,NA,0.304142
"Nierembergia hippomanica","no_life_form_on_database",6,8.340808,0.662334,0.270397,0.05069
"Nierembergia linariifolia","perennial",56,8.540307,0.639071,0.085399,0.005431
"Nierembergia micrantha","annual",4,9.294438,0.277888,0.138944,0.076035
"Nierembergia pinifolia","perennial",NA,NA,NA,NA,NA
"Nierembergia pulchella","perennial",9,8.097394,0.606258,0.202086,0.033794
"Nierembergia repens","perennial",3,8.987702,0.250804,0.144802,0.101381
"Nierembergia rigida","perennial",29,8.235304,0.357031,0.066299,0.010488
"Nierembergia rivularis","perennial",6,8.524471,0.528116,0.215602,0.05069
"Nierembergia scoparia","perennial",16,9.191749,0.207279,0.05182,0.019009
"Nierembergia spathulata","perennial",4,8.553981,0.508558,0.254279,0.076035
"Nierembergia tucumanensis","perennial",1,7.015712,NA,NA,0.304142
"Nierembergia veitchii","perennial",7,8.03525,0.494408,0.186869,0.043449
"Nolana acuminata","annual",NA,NA,NA,NA,NA
"Nolana adansonii","annual",4,5.02097,1.804647,0.902323,0.076035
"Nolana albescens","perennial",NA,NA,NA,NA,NA
"Nolana aplocaryoides","annual",2,4.115688,1.813693,1.282475,0.060828
"Nolana arequipensis","no_life_form_on_database",2,4.043051,0,0,0.152071
"Nolana aticoana","no_life_form_on_database",2,3.22286,2.281723,1.613422,0.152071
"Nolana baccata","annual",NA,NA,NA,NA,NA
"Nolana balsamiflua","perennial",NA,NA,NA,NA,NA
"Nolana carnosa","perennial",NA,NA,NA,NA,NA
"Nolana cerrateana","no_life_form_on_database",1,4.369448,NA,NA,0.304142
"Nolana chancoana","no_life_form_on_database",2,4.100967,0.081905,0.057916,0.152071
"Nolana chapiensis","no_life_form_on_database",1,5.26269,NA,NA,0.304142
"Nolana clivicola","perennial",2,3.341054,0.992774,0.701997,0.152071
"Nolana coelestis","perennial",NA,NA,NA,NA,NA
"Nolana confinis","no_life_form_on_database",4,3.674716,0.985269,0.492634,0.076035
"Nolana coronata","no_life_form_on_database",2,4.828282,0.011314,0.008,0.152071
"Nolana crassulifolia","perennial",5,6.319025,0.879134,0.393161,0.060828
"Nolana diffusa","no_life_form_on_database",1,3.871201,NA,NA,0.304142
"Nolana divaricata","perennial",6,4.347658,1.924213,0.785557,0.05069
"Nolana elegans","annual",3,3.917052,0.623744,0.360119,0.101381
"Nolana filifolia","perennial",NA,NA,NA,NA,NA
"Nolana flaccida","perennial",1,3.7612,NA,NA,0.304142
"Nolana galapagensis","no_life_form_on_database",NA,NA,NA,NA,NA
"Nolana gayana","no_life_form_on_database",4,6.048725,1.251022,0.625511,0.076035
"Nolana humifusa","no_life_form_on_database",6,5.690377,0.734166,0.299722,0.05069
"Nolana incana","perennial",NA,NA,NA,NA,NA
"Nolana inflata","no_life_form_on_database",5,5.088734,2.458321,1.099395,0.060828
"Nolana intonsa","perennial",NA,NA,NA,NA,NA
"Nolana johnstonii","no_life_form_on_database",1,4.077537,NA,NA,0.304142
"Nolana laxa","no_life_form_on_database",2,6.649193,0.385325,0.272466,0.152071
"Nolana leptophylla","perennial",NA,NA,NA,NA,NA
"Nolana lezamae","no_life_form_on_database",NA,NA,NA,NA,NA
"Nolana linearifolia","perennial",3,2.294146,0.597276,0.344837,0.076035
"Nolana lycioides","perennial",5,4.289201,0.771553,0.345049,0.060828
"Nolana mollis","perennial",NA,NA,NA,NA,NA
"Nolana onoana","no_life_form_on_database",1,2.079442,NA,NA,0.304142
"Nolana pallida","no_life_form_on_database",1,1.609438,NA,NA,0.304142
"Nolana paradoxa","annual",NA,NA,NA,NA,NA
"Nolana parviflora","annual",NA,NA,NA,NA,NA
"Nolana peruviana","perennial",5,3.173005,1.337933,0.598342,0.060828
"Nolana pilosa","no_life_form_on_database",1,4.727388,NA,NA,0.304142
"Nolana plicata","no_life_form_on_database",2,4.043051,0,0,0.152071
"Nolana pterocarpa","annual",NA,NA,NA,NA,NA
"Nolana ramosissima","perennial",1,4.369448,NA,NA,0.304142
"Nolana rostrata","perennial",NA,NA,NA,NA,NA
"Nolana rupicola","perennial",7,5.602071,1.807477,0.683162,0.043449
"Nolana salsoloides","perennial",NA,NA,NA,NA,NA
"Nolana scaposa","no_life_form_on_database",2,4.476109,0.224323,0.15862,0.152071
"Nolana sedifolia","perennial",12,5.057998,2.114584,0.610428,0.025345
"Nolana sessiliflora","annual",NA,NA,NA,NA,NA
"Nolana spathulata","no_life_form_on_database",7,3.899718,0.892182,0.337213,0.043449
"Nolana sphaerophylla","perennial",NA,NA,NA,NA,NA
"Nolana stenophylla","perennial",3,3.397161,1.57399,0.908744,0.076035
"Nolana tarapacana","perennial",1,3.988984,NA,NA,0.304142
"Nolana thinophila","no_life_form_on_database",3,3.973862,0.850338,0.490943,0.101381
"Nolana tocopillensis","perennial",1,4.369448,NA,NA,0.304142
"Nolana tomentella","no_life_form_on_database",1,4.043051,NA,NA,0.304142
"Nolana urubambae","no_life_form_on_database",NA,NA,NA,NA,NA
"Nolana villosa","perennial",1,3.433987,NA,NA,0.304142
"Nolana volcanica","no_life_form_on_database",1,5.198497,NA,NA,0.304142
"Nolana weissiana","no_life_form_on_database",2,3.844457,0.15102,0.106787,0.152071
"Nolana werdermannii","perennial",NA,NA,NA,NA,NA
"Nolana willeana","no_life_form_on_database",1,2.944439,NA,NA,0.304142
"Nothocestrum latifolium","perennial",NA,NA,NA,NA,NA
"Nothocestrum longifolium","perennial",4,9.402004,0.24605,0.123025,0.076035
"Oryctes nevadensis","annual",6,6.702382,0.287834,0.117508,0.05069
"Pantacantha ameghinoi","perennial",12,7.221473,0.49001,0.141454,0.025345
"Petunia altiplana","perennial",13,9.544585,0.144979,0.04021,0.023396
"Petunia axillaris","annual",80,8.479938,0.646835,0.072318,0.003802
"Petunia bonjardinensis","perennial",3,9.547055,0.119347,0.068905,0.101381
"Petunia exserta","annual",1,9.25646,NA,NA,0.304142
"Petunia integrifolia","annual",63,9.210933,0.233672,0.02944,0.004828
"Petunia littoralis","no_life_form_on_database",1,9.345396,NA,NA,0.304142
"Petunia mantiqueirensis","no_life_form_on_database",3,9.43646,0.258837,0.14944,0.101381
"Petunia reitzii","perennial",2,9.620935,0.05842,0.041309,0.152071
"Petunia saxicola","perennial",1,9.590966,NA,NA,0.304142
"Petunia scheideana","perennial",10,9.499972,0.076731,0.024264,0.030414
"Petunia secreta","annual",2,9.259083,0.00101,0.000714,0.152071
"Physalis acutifolia","annual",62,7.297417,0.750827,0.095355,0.004906
"Physalis alkekengi","no_life_form_on_database",59,8.878674,0.43085,0.056092,0.005155
"Physalis angulata","annual",442,8.979327,0.798821,0.037996,0.000688
"Physalis angustifolia","perennial",14,8.98805,0.165772,0.044304,0.021724
"Physalis angustiphysa","no_life_form_on_database",NA,NA,NA,NA,NA
"Physalis arborescens","no_life_form_on_database",16,8.820174,0.308705,0.077176,0.019009
"Physalis arenicola","no_life_form_on_database",17,8.937111,0.128044,0.031055,0.017891
"Physalis campanulata","no_life_form_on_database",NA,NA,NA,NA,NA
"Physalis carpenteri","no_life_form_on_database",NA,NA,NA,NA,NA
"Physalis caudella","perennial",18,8.093375,0.400237,0.094337,0.016897
"Physalis cinerascens","perennial",64,8.256184,0.560801,0.0701,0.004752
"Physalis cordata","annual",66,9.065237,0.506355,0.062328,0.004608
"Physalis coztomatl","no_life_form_on_database",20,8.689525,0.450759,0.100793,0.015207
"Physalis crassifolia","perennial",85,6.807394,0.660728,0.071666,0.003578
"Physalis glutinosa","no_life_form_on_database",22,8.075481,0.487954,0.104032,0.013825
"Physalis greenmanii","no_life_form_on_database",12,9.045115,0.58176,0.16794,0.025345
"Physalis hederifolia","perennial",164,7.546666,0.485416,0.037905,0.001855
"Physalis heterophylla","annual",104,8.852174,0.455605,0.044676,0.002924
"Physalis ignota","annual",20,8.953612,0.229577,0.051335,0.015207
"Physalis lagascae","annual",96,8.82079,0.526289,0.053714,0.003168
"Physalis lanceolata","no_life_form_on_database",4,7.80677,0.185496,0.092748,0.076035
"Physalis lassa","no_life_form_on_database",NA,NA,NA,NA,NA
"Physalis longifolia","perennial",115,8.01559,0.595354,0.055517,0.002645
"Physalis melanocystis","annual",27,8.786078,0.450186,0.086638,0.011265
"Physalis microcarpa","no_life_form_on_database",11,8.75293,0.523493,0.157839,0.027649
"Physalis microphysa","no_life_form_on_database",17,7.625694,0.328135,0.079584,0.017891
"Physalis minima","no_life_form_on_database",7,8.525635,0.358514,0.135506,0.043449
"Physalis minimaculata","no_life_form_on_database",NA,NA,NA,NA,NA
"Physalis mollis","perennial",32,8.428821,0.531997,0.094045,0.009504
"Physalis nicandroides","annual",62,8.374239,0.568999,0.072263,0.004906
"Physalis patula","no_life_form_on_database",28,8.203659,0.419542,0.079286,0.010862
"Physalis peruviana","perennial",12,8.91131,0.468868,0.135351,0.025345
"Physalis philadelphica","annual",90,8.373294,0.768278,0.080984,0.003379
"Physalis pruinosa","annual",58,8.498525,0.544566,0.071505,0.005244
"Physalis pubescens","annual",355,8.901917,0.755051,0.040074,0.000857
"Physalis pumila","no_life_form_on_database",50,8.548678,0.490252,0.069332,0.006083
"Physalis sordida","no_life_form_on_database",18,8.215979,0.282693,0.066631,0.016897
"Physalis virginiana","perennial",119,8.668576,0.558166,0.051167,0.002556
"Physalis viscosa","perennial",145,8.445631,0.651273,0.054085,0.002098
"Physalis walteri","perennial",20,8.937586,0.274059,0.061281,0.015207
"Physochlaina infundibularis","perennial",2,8.642192,0.349865,0.247392,0.152071
"Physochlaina orientalis","perennial",7,8.612206,0.349687,0.132169,0.043449
"Physochlaina physaloides","perennial",NA,NA,NA,NA,NA
"Physochlaina praealta","perennial",24,7.815132,0.745369,0.152148,0.012673
"Plowmania nyctaginoides","perennial",3,9.244382,0.096262,0.055577,0.101381
"Protoschwenkia mandonii","perennial",3,8.698288,0.088801,0.051269,0.101381
"Przewalskia tangutica","perennial",32,8.37401,0.50669,0.089571,0.009504
"Quincula lobata","perennial",127,7.593541,0.524876,0.046575,0.002395
"Salpichroa origanifolia","perennial",64,8.353813,0.70022,0.087528,0.004752
"Salpiglossis sinuata","annual",12,8.348589,0.929791,0.268408,0.025345
"Saracha punctata","perennial",36,9.084997,0.491845,0.081974,0.008448
"Saracha quitensis","perennial",21,9.508869,0.377294,0.082332,0.014483
"Schizanthus alpestris","annual",10,7.026494,0.982336,0.310642,0.030414
"Schizanthus candidus","annual",2,4.58152,1.334923,0.943933,0.152071
"Schizanthus grahamii","no_life_form_on_database",NA,NA,NA,NA,NA
"Schizanthus hookeri","annual",3,8.540205,0.388446,0.224269,0.101381
"Schizanthus integrifolius","annual",8,5.473059,1.493386,0.527992,0.033794
"Schizanthus lacteus","annual",2,4.366233,0.559945,0.395941,0.101381
"Schizanthus laetus","annual",2,3.438132,0.855485,0.604919,0.101381
"Schizanthus litoralis","annual",4,7.188817,1.099927,0.549964,0.076035
"Schizanthus parvulus","annual",1,7.056175,NA,NA,0.304142
"Schizanthus pinnatus","annual",18,8.80372,0.888028,0.20931,0.016897
"Schizanthus porrigens","annual",1,8.738415,NA,NA,0.304142
"Schizanthus tricolor","no_life_form_on_database",NA,NA,NA,NA,NA
"Schultesianthus leucanthus","perennial",24,9.694377,0.419135,0.085556,0.012673
"Schultesianthus megalandrus","perennial",16,9.522113,0.473168,0.118292,0.019009
"Schwenckia glabrata","perennial",8,9.402691,0.686709,0.242788,0.038018
"Schwenckia lateriflora","perennial",5,8.976305,0.340713,0.152371,0.060828
"Sclerophylax adnatifolia","annual",10,6.883841,0.436944,0.138174,0.030414
"Sclerophylax gilliesii","no_life_form_on_database",NA,NA,NA,NA,NA
"Sclerophylax spinescens","annual",22,8.574562,0.258345,0.055079,0.013825
"Scopolia carniolica","perennial",17,9.224999,0.412941,0.100153,0.017891
"Scopolia japonica","perennial",26,9.756141,0.277765,0.054474,0.011698
"Scopolia lutescens","no_life_form_on_database",NA,NA,NA,NA,NA
"Scopolia parviflora","no_life_form_on_database",NA,NA,NA,NA,NA
"Sessea corymbiflora","perennial",NA,NA,NA,NA,NA
"Sessea stipulata","perennial",11,8.810997,0.368524,0.111114,0.027649
"Sessea vestita","perennial",11,9.383899,0.244722,0.073786,0.027649
"Solandra brachycalyx","perennial",8,9.673876,0.27591,0.097549,0.038018
"Solandra grandiflora","perennial",43,9.140892,0.451546,0.06886,0.007073
"Solanum ×shirleyanum","perennial",3,9.147473,0.171663,0.09911,0.101381
"Solanum absconditum","perennial",18,8.70795,0.38052,0.089689,0.016897
"Solanum abutiloides","perennial",31,8.493357,0.48501,0.08711,0.009811
"Solanum acanthodapis","perennial",1,9.260368,NA,NA,0.304142
"Solanum acaule","perennial",43,7.918868,0.873654,0.133231,0.007073
"Solanum accrescens","perennial",15,9.728729,0.351129,0.090661,0.020276
"Solanum acerifolium","perennial",110,9.302569,0.407265,0.038831,0.002765
"Solanum achacachense","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum acroscopicum","perennial",NA,NA,NA,NA,NA
"Solanum aculeastrum","perennial",90,8.839845,0.4959,0.052272,0.003379
"Solanum aculeatissimum","no_life_form_on_database",206,9.086576,0.614766,0.042833,0.001476
"Solanum acutilobum","perennial",26,9.194613,0.501322,0.098317,0.011698
"Solanum adhaerens","no_life_form_on_database",43,9.403557,0.396599,0.060481,0.007073
"Solanum adscendens","perennial",55,8.523258,0.652818,0.088026,0.00553
"Solanum aethiopicum","perennial",NA,NA,NA,NA,NA
"Solanum aggregatum","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum agrarium","perennial",73,8.640917,0.430442,0.050379,0.004166
"Solanum agrimonifolium","perennial",8,9.017434,0.717757,0.253765,0.038018
"Solanum alandiae","no_life_form_on_database",4,8.17282,0.108124,0.054062,0.076035
"Solanum albicans","perennial",8,8.988688,0.31899,0.11278,0.038018
"Solanum albidum","perennial",43,8.965205,0.529854,0.080802,0.007073
"Solanum aligerum","perennial",73,8.810932,0.642025,0.075143,0.004166
"Solanum allophyllum","perennial",20,9.136534,0.305235,0.068253,0.015207
"Solanum amblymerum","perennial",21,8.407253,0.369149,0.080555,0.014483
"Solanum americanum","annual",1179,8.902315,0.832904,0.024257,0.000258
"Solanum amygdalifolium","perennial",62,8.608639,0.499785,0.063473,0.004906
"Solanum anceps","perennial",105,9.665617,0.423837,0.041362,0.002897
"Solanum andreanum","perennial",7,9.509384,0.278627,0.105311,0.043449
"Solanum anguivi","perennial",207,9.072792,0.398732,0.027714,0.001469
"Solanum angustialatum","perennial",3,9.346012,0.075767,0.043744,0.101381
"Solanum angustifolium","annual",NA,NA,NA,NA,NA
"Solanum annuum","annual",8,7.781989,0.694627,0.245588,0.038018
"Solanum aphyodendron","perennial",119,9.212443,0.518221,0.047505,0.002556
"Solanum appendiculatum","no_life_form_on_database",54,8.928962,0.52407,0.071317,0.005632
"Solanum arachnidanthum","perennial",9,9.262242,0.297019,0.099006,0.033794
"Solanum arboreum","perennial",74,9.62176,0.536195,0.062331,0.00411
"Solanum argentinum","perennial",75,8.311451,0.626584,0.072352,0.004055
"Solanum argopetalum","perennial",3,7.83015,0.072424,0.041814,0.101381
"Solanum arnezii","no_life_form_on_database",3,8.238023,0.171153,0.098815,0.101381
"Solanum arundo","perennial",9,8.305525,0.702284,0.234095,0.033794
"Solanum asperolanatum","no_life_form_on_database",78,9.196792,0.505447,0.057231,0.003899
"Solanum asperum","perennial",NA,NA,NA,NA,NA
"Solanum asterophorum","no_life_form_on_database",38,9.061864,0.307223,0.049838,0.008004
"Solanum asteropilodes","perennial",NA,NA,NA,NA,NA
"Solanum asymmetriphyllum","no_life_form_on_database",4,8.632399,0.351604,0.175802,0.076035
"Solanum atropurpureum","perennial",78,9.22566,0.360143,0.040778,0.003899
"Solanum aturense","perennial",99,9.656762,0.466907,0.046926,0.003072
"Solanum aviculare","perennial",122,8.812834,0.702219,0.063576,0.002493
"Solanum avilesii","no_life_form_on_database",1,8.236421,NA,NA,0.304142
"Solanum bahamense","perennial",42,8.645591,0.93342,0.14403,0.007241
"Solanum batoides","perennial",9,8.340563,0.514033,0.171344,0.033794
"Solanum beaugleholei","no_life_form_on_database",14,7.666133,0.479231,0.12808,0.021724
"Solanum berthaultii","perennial",15,8.03063,0.528416,0.136436,0.020276
"Solanum betaceum","perennial",101,9.117388,0.565601,0.056279,0.003011
"Solanum bicorne","perennial",16,8.577623,0.354365,0.088591,0.019009
"Solanum bolivianum","perennial",9,8.968101,0.438833,0.146278,0.033794
"Solanum bonariense","no_life_form_on_database",50,8.597546,0.630594,0.089179,0.006083
"Solanum brevicaule","perennial",27,7.518301,0.85449,0.164447,0.011265
"Solanum brevifolium","no_life_form_on_database",30,9.499668,0.483349,0.088247,0.010138
"Solanum brownii","no_life_form_on_database",24,8.529866,0.546861,0.111628,0.012673
"Solanum buddlejifolium","no_life_form_on_database",13,8.719375,0.305711,0.084789,0.023396
"Solanum bukasovii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum bulbocastanum","perennial",33,8.561453,0.432135,0.075225,0.009216
"Solanum bumeliifolium","perennial",3,8.229583,0.7307,0.42187,0.101381
"Solanum cacosmum","perennial",12,9.771335,0.302403,0.087296,0.025345
"Solanum caesium","no_life_form_on_database",18,8.493962,0.497345,0.117225,0.016897
"Solanum cajanumense","perennial",11,9.34007,0.415723,0.125345,0.027649
"Solanum calileguae","perennial",4,8.417301,0.075094,0.037547,0.076035
"Solanum campanulatum","no_life_form_on_database",14,8.690195,0.25621,0.068475,0.021724
"Solanum campylacanthum","perennial",188,8.39147,0.575289,0.041957,0.001618
"Solanum candidum","perennial",79,9.038305,0.546645,0.061502,0.00385
"Solanum candolleanum","perennial",11,8.753204,0.692628,0.208835,0.027649
"Solanum capense","perennial",45,7.502771,0.912594,0.136041,0.006759
"Solanum capsicastrum","no_life_form_on_database",12,8.74915,0.799501,0.230796,0.025345
"Solanum capsiciforme","perennial",30,7.498463,0.320964,0.0586,0.010138
"Solanum capsicoides","perennial",5,9.085589,0.371314,0.166057,0.060828
"Solanum cardiophyllum","perennial",20,8.324463,0.45295,0.101283,0.015207
"Solanum carduiforme","perennial",11,7.984592,0.274636,0.082806,0.027649
"Solanum caricifolium","perennial",NA,NA,NA,NA,NA
"Solanum caripense","no_life_form_on_database",54,9.234992,0.478492,0.065115,0.005632
"Solanum carolinense","perennial",269,8.901508,0.417659,0.025465,0.001131
"Solanum cataphractum","no_life_form_on_database",4,8.779158,0.523303,0.261651,0.076035
"Solanum centrale","perennial",135,6.859785,0.385341,0.033165,0.002253
"Solanum cerasiferum","perennial",39,8.04141,0.990997,0.158687,0.007799
"Solanum chacoense","perennial",97,8.615626,0.690692,0.070129,0.003135
"Solanum chamaepolybotryon","perennial",NA,NA,NA,NA,NA
"Solanum cheesmaniae","perennial",4,8.078727,0.883914,0.441957,0.076035
"Solanum chenopodinum","perennial",67,6.89402,0.48904,0.059746,0.004539
"Solanum chenopodium","perennial",2,6.445727,0.33252,0.235127,0.152071
"Solanum chilense","perennial",17,5.219095,1.374269,0.333309,0.016897
"Solanum chippendalei","perennial",75,7.092893,0.322282,0.037214,0.004055
"Solanum chmielewskii","perennial",7,9.165865,0.574921,0.2173,0.043449
"Solanum chomatophilum","perennial",9,8.757322,0.666133,0.222044,0.033794
"Solanum chrysotrichum","perennial",88,8.88336,0.719505,0.076699,0.003456
"Solanum cinereum","perennial",48,8.268174,0.45525,0.06571,0.006336
"Solanum circaeifolium","no_life_form_on_database",5,8.558844,0.173218,0.077465,0.060828
"Solanum circinatum","no_life_form_on_database",106,9.686556,0.429487,0.041715,0.002869
"Solanum citrullifolium","annual",51,7.78285,0.688937,0.09647,0.005964
"Solanum clandestinum","perennial",13,8.961065,0.266752,0.073984,0.023396
"Solanum clarkiae","no_life_form_on_database",10,8.615749,0.217821,0.068881,0.030414
"Solanum clarum","perennial",NA,NA,NA,NA,NA
"Solanum cleistogamum","no_life_form_on_database",197,7.060235,0.40585,0.028916,0.001544
"Solanum coactiliferum","no_life_form_on_database",138,6.936404,0.427243,0.036369,0.002204
"Solanum colombianum","no_life_form_on_database",29,9.440854,0.373145,0.069291,0.010488
"Solanum comarapanum","perennial",3,8.248879,0.522421,0.30162,0.101381
"Solanum comptum","perennial",27,8.518972,0.456787,0.087909,0.011265
"Solanum conditum","no_life_form_on_database",16,8.471642,0.326661,0.081665,0.019009
"Solanum confusum","perennial",NA,NA,NA,NA,NA
"Solanum conicum","perennial",16,9.467898,0.467267,0.116817,0.019009
"Solanum cookii","perennial",9,8.886036,0.400866,0.133622,0.033794
"Solanum cordovense","perennial",58,9.415456,0.499408,0.065575,0.005244
"Solanum coriaceum","no_life_form_on_database",36,9.595485,0.159097,0.026516,0.008448
"Solanum corifolium","perennial",20,8.824646,0.45637,0.102047,0.015207
"Solanum crinitipes","perennial",9,9.492793,0.494533,0.164844,0.033794
"Solanum crinitum","no_life_form_on_database",225,9.33522,0.452537,0.030169,0.001352
"Solanum crispum","perennial",32,8.959956,0.88717,0.156831,0.009504
"Solanum crotonoides","perennial",4,9.290953,0.319949,0.159974,0.076035
"Solanum cumingii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum cunninghamii","no_life_form_on_database",21,7.690707,0.389505,0.084997,0.014483
"Solanum curvicuspe","no_life_form_on_database",4,8.899381,0.356635,0.178317,0.076035
"Solanum cyaneopurpureum","perennial",14,8.653321,0.360393,0.096319,0.021724
"Solanum cylindricum","perennial",16,9.343045,0.473098,0.118274,0.019009
"Solanum dasyphyllum","perennial",92,9.010392,0.50267,0.052407,0.003306
"Solanum davisense","annual",1,7.661998,NA,NA,0.304142
"Solanum decompositiflorum","perennial",40,9.169709,0.411348,0.06504,0.007604
"Solanum delitescens","perennial",6,8.351093,0.260139,0.106201,0.05069
"Solanum demissum","perennial",24,8.530261,0.448172,0.091483,0.012673
"Solanum densevestitum","perennial",16,8.751074,0.356788,0.089197,0.019009
"Solanum dianthophorum","perennial",NA,NA,NA,NA,NA
"Solanum dimorphispinum","perennial",5,8.715344,0.649022,0.290251,0.060828
"Solanum dioicum","no_life_form_on_database",56,7.859131,0.519514,0.069423,0.005431
"Solanum diphyllum","no_life_form_on_database",111,9.021044,0.509567,0.048366,0.00274
"Solanum diploconos","perennial",32,9.410576,0.172785,0.030544,0.009504
"Solanum discolor","perennial",14,8.974651,0.283919,0.075881,0.021724
"Solanum dissectum","perennial",2,8.057193,0.113011,0.079911,0.152071
"Solanum ditrichum","perennial",12,8.92597,0.266204,0.076846,0.025345
"Solanum diversiflorum","no_life_form_on_database",74,7.295745,0.576214,0.066984,0.00411
"Solanum doddsii","no_life_form_on_database",NA,NA,NA,NA,NA
"Solanum donianum","no_life_form_on_database",30,8.845807,0.337118,0.061549,0.010138
"Solanum drymophilum","no_life_form_on_database",2,8.884226,0.683232,0.483118,0.152071
"Solanum dulcamara","perennial",822,8.831136,0.603734,0.021058,0.00037
"Solanum echinatum","annual",65,8.049739,0.455393,0.056485,0.004679
"Solanum ehrenbergii","perennial",10,7.96572,0.295304,0.093383,0.030414
"Solanum elachophyllum","perennial",8,7.992858,0.117139,0.041415,0.038018
"Solanum elaeagnifolium","perennial",568,7.883859,0.770146,0.032315,0.000535
"Solanum ellipticum","no_life_form_on_database",245,7.22434,0.707214,0.045182,0.001241
"Solanum enantiophyllanthum","no_life_form_on_database",9,9.553966,0.212841,0.070947,0.033794
"Solanum endopogon","perennial",47,9.767498,0.346406,0.050529,0.006471
"Solanum esuriale","perennial",234,7.310571,0.620794,0.040583,0.0013
"Solanum etuberosum","perennial",5,8.92021,0.458581,0.205084,0.060828
"Solanum evolvulifolium","perennial",29,9.783082,0.434372,0.080661,0.010488
"Solanum exiguum","perennial",10,9.641384,0.301654,0.095391,0.030414
"Solanum fallax","perennial",7,9.10209,0.669014,0.252864,0.043449
"Solanum felinum","perennial",4,9.199724,0.704172,0.352086,0.076035
"Solanum ferocissimum","perennial",137,7.41127,0.509303,0.043513,0.00222
"Solanum fiebrigii","no_life_form_on_database",22,8.263345,0.514629,0.109719,0.013825
"Solanum fraxinifolium","no_life_form_on_database",17,9.23979,0.525141,0.127365,0.017891
"Solanum fructo-tecto","no_life_form_on_database",14,8.306715,0.430149,0.114962,0.021724
"Solanum furfuraceum","perennial",20,8.411409,0.45195,0.101059,0.015207
"Solanum fusiforme","no_life_form_on_database",9,9.384729,0.132207,0.044069,0.033794
"Solanum fusiforme","perennial",9,9.384729,0.132207,0.044069,0.033794
"Solanum galapagense","perennial",3,7.628588,0.214901,0.124073,0.101381
